entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Democratic Congressional Campaign Committee (DCCC),Left-Leaning,-130,117333,-1149427,31,3785,3032461,3032461,[TikTok](https://tiktok.com/@dccc)
Paola Ramos,Left-Leaning,40,116955,30967,5,23391,857194,857194,[TikTok](https://www.tiktok.com/@pa0ram0s)
Jamira Burley,Left-Leaning,-18,114505,-99001,56,2045,746458,746458,[TikTok](https://tiktok.com/@jawnontheinternet)
Adam Mockler,Left-Leaning,-128,113747,-1094622,10,11375,1374890,1374890,[TikTok](https://tiktok.com/@adammockler)
Quentin R. Jiles,Left-Leaning,-69,110749,-369245,17,6515,544172,544172,[TikTok](https://www.tiktok.com/@quentinjiles)
Joe Hubbard,Left-Leaning,50,109985,35963,18,6110,760831,760831,[TikTok](https://www.tiktok.com/@joe_hubbard)
Political Chicken,Right-Leaning,122,100013,78747,23,4348,1325700,1325700,[TikTok](https://www.tiktok.com/@political_chicken)
Morgan,Left-Leaning,,96124,,1,96124,489069,489069,[TikTok](https://www.tiktok.com/@morga_tt)
Attorney Ryan,Left-Leaning,-39,95375,-159716,15,6358,1874738,1874738,[TikTok](https://tiktok.com/@attorneyryan)
Free State of Florida,Right-Leaning,-160,92733,-1776965,46,2016,1056123,1056123,[TikTok](https://tiktok.com/@freestateofflorida)
The Lincoln Project,Left-Leaning,-21,92328,-95694,4,23082,344692,344692,[TikTok](https://www.tiktok.com/@thelincolnproject)
The News Movement,Neutral,27,90765,857,6,15128,2896794,2896794,[TikTok](https://www.tiktok.com/@thenewsmovement)
Andy Frisella,Right-Leaning,15,90572,-15959,143,633,968368,968368,[TikTok](https://www.tiktok.com/@personal.excellence)
Dee Dee Curtis,Right-Leaning,133,90289,72683,1,90289,717223,717223,[TikTok](https://www.tiktok.com/@drdeedeecurtis)
Kiera Spann,Left-Leaning,-104,89517,-592024,63,1421,2821376,2821376,[TikTok](https://tiktok.com/@famousblonde)
Leigh McGowan,Left-Leaning,-48,88398,-179402,16,5525,378216,378216,[TikTok](https://tiktok.com/@iampoliticsgirl)
Hope Walz,Left-Leaning,,88094,,1,88094,537497,537497,[TikTok](https://www.tiktok.com/@hopewalz)
Trae Crowder,Left-Leaning,3,86661,-33183,7,12380,356969,356969,[TikTok](https://tiktok.com/@traecrowder)
Whitney Plus Five,Right-Leaning,-7,86535,-46506,84,1030,816008,816008,[TikTok](https://www.tiktok.com/@whitplusfive)
Alyssa Marie,Right-Leaning,51,85791,27676,8,10724,483014,483014,[TikTok](https://tiktok.com/@alyssamariiee2.0)
Joshua Doss,Left-Leaning,-108,83224,-571996,21,3963,453696,453696,[TikTok](https://www.tiktok.com/@doss.discourse)
