entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Center for Biological Diversity,Left-Leaning,658,5503064,5493528,9,611452,22662005,22662005,[TikTok](https://www.tiktok.com/@centerforbiodiv)
TizzyEnt,Left-Leaning,24,5387540,2778305,53,101652,43633843,43633843,[TikTok](https://tiktok.com/@tizzyent)
Sky News,Neutral,-5,5162815,-682548,712,7251,97487759,97487759,[TikTok](https://tiktok.com/@skynews)
NBC10 Boston,Neutral,71,5148949,3871268,104,49509,42076030,42076030,[TikTok](https://www.tiktok.com/@nbc10boston)
MeidasTouch,Left-Leaning,18,4569336,1868894,127,35979,43632235,43632235,[TikTok](https://tiktok.com/@meidastouch)
Trevor Noah,Left-Leaning,4,4556764,1442743,195,23368,53263604,53263604,[TikTok](https://www.tiktok.com/@trevornoah)
The Associated Press (AP),Neutral,-6,4428092,-859764,346,12798,123299657,123299657,[TikTok](https://tiktok.com/@apnews)
Spencer Spencewuah,Left-Leaning,-14,4368595,-2960203,63,69343,20618784,20618784,[TikTok](https://www.tiktok.com/@spencewuah)
ABC World News Tonight,Neutral,-16,4277661,-3756106,180,23765,65658230,65658230,[TikTok](https://www.tiktok.com/@abcworldnews)
Candace Owens,Right-Leaning,1,4173620,1060815,23,181462,39698838,39698838,[TikTok](https://www.tiktok.com/@candaceoshow)
Telemundo Miami,Neutral,-14,3916521,-2654594,185,21170,74023406,74023406,[TikTok](https://www.tiktok.com/@telemundo51miami)
Tucker Carlson,Right-Leaning,9,3761724,1020872,100,37617,37912535,37912535,[TikTok](https://tiktok.com/@tuckercarlson)
PBS News Hour,Neutral,81,3748533,2719049,311,12053,28490958,28490958,[TikTok](https://tiktok.com/@pbsnews)
Gavin Newsom,Left-Leaning,96,3655833,2752889,24,152326,17485628,17485628,"[TikTok](https://www.tiktok.com/@cagovernor), [TikTok](https://www.tiktok.com/@gavinnewsom)"
Kai Trump,Right-Leaning,34,3588636,1706637,28,128166,44944388,44944388,[TikTok](https://www.tiktok.com/@thekaitrumpgolfer)
The New York Times,Neutral,-12,3323911,-999642,245,13567,53391128,53391128,[TikTok](https://tiktok.com/@nytimes)
Hasan Piker,Left-Leaning,18,3189289,961455,39,81777,21432632,21432632,[TikTok](https://www.tiktok.com/@hasandpiker)
ABC News Live,Neutral,13,3151983,850578,252,12508,30347941,30347941,[TikTok](https://tiktok.com/@abcnewslive)
Andra Berghoff,Left-Leaning,-3,2865630,-30191,62,46220,21480565,21480565,[TikTok](https://tiktok.com/@hopeyoufindyourdad)
David Pakman Show,Left-Leaning,39,2799140,1204706,188,14889,30978238,30978238,[TikTok](https://tiktok.com/@davidpakmanshow)
Abelardo De La Espriella,Right-Leaning,118,2781422,2101999,52,53489,29251995,29251995,[TikTok](https://www.tiktok.com/@delaespriella_style)
ADIV,Left-Leaning,81,2731899,1751483,41,66632,11685726,11685726,[TikTok](https://www.tiktok.com/@adivunsolicited)
Brian Tyler Cohen,Left-Leaning,54,2730715,1457994,163,16753,31715285,31715285,[TikTok](https://tiktok.com/@briantylercohen)
Ian Lightfoot,Left-Leaning,-25,2695565,-2729806,16,168473,13073281,13073281,[TikTok](https://www.tiktok.com/@ianllightfoot)
Philip DeFranco,Left-Leaning,3,2682949,187298,44,60976,23180928,23180928,[TikTok](https://www.tiktok.com/@philipdefranco)
Cory Booker,Left-Leaning,10,2641122,439279,143,18469,28092426,28092426,"[TikTok](https://tiktok.com/@corybooker), [TikTok](https://www.tiktok.com/@senbooker)"
Metro,Neutral,-8,2615573,-193916,114,22944,40157769,40157769,[TikTok](https://tiktok.com/@metrouk)
Congress Watch Daily,Left-Leaning,197,2561370,2284677,40,64034,30074639,30074639,[TikTok](https://www.tiktok.com/@congresswatchdaily)
Hawk Podcast,Left-Leaning,43,2560597,1162144,226,11330,18553708,18553708,[TikTok](https://tiktok.com/@mdg650hawk7thacct)
MS NOW,Left-Leaning,96,2477757,1675237,152,16301,30500489,30500489,[TikTok](https://www.tiktok.com/@msnow)
Eumie Michelle,Left-Leaning,22,2375037,576166,34,69854,11837185,11837185,[TikTok](https://www.tiktok.com/@eumiexx)
CBS New York,Neutral,8,2317236,244856,141,16434,26857910,26857910,[TikTok](https://www.tiktok.com/@cbsnewyork)
NBC Bay Area,Neutral,-18,2276822,-691843,370,6154,27657295,27657295,[TikTok](https://www.tiktok.com/@nbcbayarea)
Middle East Eye,Neutral,48,2153325,971072,147,14648,20944859,20944859,[TikTok](https://www.tiktok.com/@middleeasteye)
John Neely Kennedy,Right-Leaning,2,2076484,-116203,15,138432,12286628,12286628,[TikTok](https://www.tiktok.com/@senjohnkennedy)
LiveNOW from FOX,Right-Leaning,-2,2051221,-193894,145,14146,43255409,43255409,[TikTok](https://tiktok.com/@livenowfox)
Epistemic,Left-Leaning,268,2033320,1889248,43,47287,13422203,13422203,[TikTok](https://www.tiktok.com/@epistemiccrisis)
CNBC,Neutral,9,2019644,94822,860,2348,58784342,58784342,"[TikTok](https://tiktok.com/@cnbc), [TikTok](https://www.tiktok.com/@cnbc)"
Marcus DiPaola,Neutral,17,1997289,312784,61,32742,14974120,14974120,[TikTok](https://tiktok.com/@marcus.dipaola)
Your Favorite Guy,Left-Leaning,3,1980313,-47689,64,30942,9435976,9435976,[TikTok](https://tiktok.com/@yourfavoriteguy)
AJ+,Left-Leaning,-39,1938389,-3106530,145,13368,16464885,16464885,[TikTok](https://www.tiktok.com/@ajplus)
NBC 4 Los Angeles,Neutral,18,1891920,312368,356,5314,31938766,31938766,[TikTok](https://www.tiktok.com/@nbcla)
Kylie Brewer,Left-Leaning,27,1885788,444132,39,48354,15473427,15473427,[TikTok](https://www.tiktok.com/@kylie.brewer)
Benjamín Zamora,Neutral,-20,1858299,-786801,256,7259,35169743,35169743,[TikTok](https://tiktok.com/@benjaminzamoratv)
CBS LA,Neutral,-6,1833968,-248603,200,9170,23073717,23073717,[TikTok](https://www.tiktok.com/@cbsla)
Alex Pearlman,Left-Leaning,12,1752303,128483,17,103077,9161311,9161311,[TikTok](https://tiktok.com/@pearlmania500)
The Public Take HQ,Left-Leaning,29,1750968,475340,21,83379,7384419,7384419,[TikTok](https://www.tiktok.com/@thepublictakehq)
Under the Desk News,Left-Leaning,31,1705984,505028,82,20805,10829639,10829639,[TikTok](https://tiktok.com/@underthedesknews)
Trish Regan,Right-Leaning,78,1691004,895155,219,7721,22949227,22949227,[TikTok](https://www.tiktok.com/@trishregan)
KARE 11 Minneapolis,Neutral,62,1684436,787170,544,3096,21009982,21009982,[TikTok](https://www.tiktok.com/@kare11news)
CBS Chicago,Neutral,-60,1658129,-6811471,259,6402,17658355,17658355,[TikTok](https://www.tiktok.com/@cbschicago)
The Recount,Left-Leaning,-7,1601124,-386659,68,23546,15078309,15078309,[TikTok](https://tiktok.com/@therecount)
Andre White,Left-Leaning,168,1586769,1300727,23,68990,6951840,6951840,[TikTok](https://tiktok.com/@blackkout___)
ItsLuke,Left-Leaning,14,1563860,74700,31,50447,6731405,6731405,[TikTok](https://www.tiktok.com/@itsluke7)
Crooked Media,Left-Leaning,69,1550597,744155,122,12710,16072013,16072013,"[TikTok](https://tiktok.com/@crookedmedia), [TikTok](https://www.tiktok.com/@realpodsaveamerica)"
Fox 10 Phoenix,Neutral,325,1513396,1425603,37,40903,11514971,11514971,[TikTok](https://www.tiktok.com/@fox10phoenix)
Dr. Zachary Rubin,Neutral,-15,1482469,-568662,50,29649,17777581,17777581,[TikTok](https://www.tiktok.com/@rubin_allergy)
Greg Johnstone,Left-Leaning,5,1472693,-37177,24,61362,8535091,8535091,[TikTok](https://tiktok.com/@johnstone.gregory)
Newsweek,Neutral,34,1458272,424307,252,5787,29232997,29232997,[TikTok](https://tiktok.com/@newsweek)
Cody Dahler,Left-Leaning,103,1411776,867369,11,128343,7950445,7950445,[TikTok](https://www.tiktok.com/@mrcodydahler)
Don Lemon,Left-Leaning,-28,1398793,-859833,196,7137,15082964,15082964,[TikTok](https://tiktok.com/@donlemon)
The Moderate Case,Right-Leaning,75,1397231,682134,60,23287,14998066,14998066,[TikTok](https://www.tiktok.com/@themoderatecase)
Nigel Farage,Right-Leaning,113,1380429,926599,20,69021,12697522,12697522,[TikTok](https://www.tiktok.com/@nigel_farage)
CSPAN,Neutral,0,1335673,-172152,165,8095,21050297,21050297,[TikTok](https://tiktok.com/@cspanofficial)
CTVNews,Neutral,-38,1316867,-1209263,391,3368,33793990,33793990,[TikTok](https://www.tiktok.com/@ctvnews)
James Talarico,Left-Leaning,-16,1308789,-532931,59,22183,7934648,7934648,"[TikTok](https://www.tiktok.com/@teamtalaricohq), [TikTok](https://www.tiktok.com/@jamestalarico)"
NBC 5 DFW,Neutral,-55,1298556,-1778492,173,7506,20718180,20718180,[TikTok](https://www.tiktok.com/@nbcdfw)
Thiqydusty,Left-Leaning,-39,1295141,-1179156,131,9887,5288072,5288072,[TikTok](https://www.tiktok.com/@thiqydusty)
Gaydar,Left-Leaning,11,1282390,95032,22,58290,6886060,6886060,[TikTok](https://www.tiktok.com/@gaydar.show)
Lisa Remillard,Neutral,18,1233315,158266,22,56060,11243727,11243727,[TikTok](https://tiktok.com/@lisaremillard)
Tell Williams,Left-Leaning,-63,1217404,-2097271,48,25363,6148656,6148656,[TikTok](https://www.tiktok.com/@mrwilliamsprek)
HuffPost,Left-Leaning,110,1196605,766326,26,46023,25761293,25761293,[TikTok](https://www.tiktok.com/@huffpost)
The Wall Street Journal,Neutral,118,1186835,802610,61,19456,13349896,13349896,[TikTok](https://www.tiktok.com/@wallstreetjournal)
The Krassensteins,Left-Leaning,121,1186289,819391,156,7604,15442012,15442012,[TikTok](https://www.tiktok.com/@krassenstein)
Xaviaer DuRousseau,Right-Leaning,69,1183197,529390,23,51443,6578307,6578307,[TikTok](https://www.tiktok.com/@xaviaer)
King 5 Seattle,Neutral,-58,1182837,-1642203,842,1405,18320550,18320550,[TikTok](https://www.tiktok.com/@king5news)
USA Today,Neutral,-63,1158453,-1872652,212,5464,21687895,21687895,[TikTok](https://www.tiktok.com/@usatoday)
Isaiah Martin,Left-Leaning,-46,1157754,-1104340,60,19296,8194828,8194828,[TikTok](https://tiktok.com/@isaiahrmartin)
Teacher Sandra,Neutral,-72,1148271,-2445442,34,33773,6216737,6216737,[TikTok](https://www.tiktok.com/@teachersandra03)
The Woke Ginger,Left-Leaning,92,1147014,655465,100,11470,7705813,7705813,[TikTok](https://tiktok.com/@thewokeginger)
Ariana Jasmine Afshar,Left-Leaning,36,1116957,265899,65,17184,7464965,7464965,[TikTok](https://tiktok.com/@arianajasmine___)
Jesse Watters,Right-Leaning,-65,1114589,-1754497,77,14475,16486552,16486552,[TikTok](https://tiktok.com/@jessebwatters)
Politico Mexico,Neutral,26,1109910,206843,247,4494,19773394,19773394,[TikTok](https://tiktok.com/@politicomx)
The Independent,Neutral,14,1070097,55010,263,4069,19628251,19628251,[TikTok](https://www.tiktok.com/@independent)
The Older Millennial,Right-Leaning,55,1063539,389691,99,10743,8204673,8204673,[TikTok](https://www.tiktok.com/@theoldermillennial)
Dannie D,Left-Leaning,3,1053579,-19299,201,5242,6955933,6955933,[TikTok](https://tiktok.com/@dannied01)
FOX 32 Chicago (WFLD),Neutral,276,1044273,947256,66,15822,9658165,9658165,[TikTok](https://www.tiktok.com/@fox32chicago)
Megyn Kelly,Right-Leaning,9,1032481,9878,79,13069,17877472,17877472,[TikTok](https://www.tiktok.com/@megynkellyshow)
Brandon Tatum,Right-Leaning,165,1015174,795299,78,13015,10441298,10441298,[TikTok](https://tiktok.com/@theofficertatum)
Matt Bernstein,Left-Leaning,46,994627,273946,9,110514,5489157,5489157,[TikTok](https://tiktok.com/@mattxiv)
The Real Cornpop,Left-Leaning,-5,982569,-149438,101,9728,6754521,6754521,[TikTok](https://www.tiktok.com/@therealcornpop)
News Nation,Neutral,-79,982535,-2077060,309,3180,15818101,15818101,[TikTok](https://www.tiktok.com/@newsnationnow)
Fox 5 NY,Neutral,-19,982383,-313168,265,3707,18696989,18696989,[TikTok](https://www.tiktok.com/@fox5newyork)
More Perfect Union,Left-Leaning,-29,968617,-535979,144,6727,10152453,10152453,[TikTok](https://tiktok.com/@moreperfectunion)
HearMeOutOnThis,Left-Leaning,85,951740,507732,126,7553,6738550,6738550,[TikTok](https://www.tiktok.com/@realprogressive11)
Alicia Luncheon,Left-Leaning,-52,934441,-1069969,35,26698,7552204,7552204,[TikTok](https://tiktok.com/@theluncheonlawyer)
Allie O’Brien,Left-Leaning,-14,920687,-261390,16,57543,3963877,3963877,[TikTok](https://tiktok.com/@allie_202_)
Brenna Pérez,Left-Leaning,101,897337,545731,30,29911,6645424,6645424,[TikTok](https://www.tiktok.com/@perezbrenna)
KDFW FOX 4 (Dallas-Fort Worth Fox),Neutral,-69,893308,-1507294,26,34358,17966986,17966986,[TikTok](https://www.tiktok.com/@fox4newsdallasfortworth)
RaeShanda Lias,Left-Leaning,-27,891585,-500963,52,17146,3766332,3766332,[TikTok](https://www.tiktok.com/@shopaif)
The Guardian,Neutral,134,890047,633856,100,8900,8665756,8665756,[TikTok](https://www.tiktok.com/@guardian)
Johnpaulkingusa,Right-Leaning,83,877949,478108,249,3526,8982159,8982159,[TikTok](https://www.tiktok.com/@johnpaulkingusa)
Jessica Valenti,Left-Leaning,335,871589,818244,15,58106,4966830,4966830,[TikTok](https://www.tiktok.com/@auntiekilljoy)
Univision Noticias,Neutral,-37,871278,-626792,68,12813,22655202,22655202,[TikTok](https://www.tiktok.com/@uninoticias)
The National Desk,Right-Leaning,18,871013,60961,480,1815,18056984,18056984,[TikTok](https://www.tiktok.com/@tndtok)
The News Movement,Neutral,-21,870616,-268657,173,5032,9307293,9307293,[TikTok](https://www.tiktok.com/@thenewsmovement)
Andr3wsky,Left-Leaning,-53,866084,-911753,18,48116,3524888,3524888,[TikTok](https://www.tiktok.com/@andr3wsky)
Abdalkarim,Neutral,61,865447,368762,21,41212,2056954,2056954,[TikTok](https://www.tiktok.com/@heyitsmeagainguys)
Tucker Carlson Network,Right-Leaning,-40,857387,-629314,61,14056,11396765,11396765,[TikTok](https://www.tiktok.com/@tuckercarlsonnetwork)
NPR,Neutral,-44,843676,-656861,134,6296,8532019,8532019,[TikTok](https://www.tiktok.com/@npr)
WVUE FOX 8 New Orleans,Neutral,19,820109,35402,100,8201,18251392,18251392,[TikTok](https://www.tiktok.com/@fox8nola)
Donald Trump,Right-Leaning,-55,812793,-865356,3,270931,14808197,14808197,[TikTok](https://www.tiktok.com/@realdonaldtrump)
Robert Reich,Left-Leaning,159,807267,617469,26,31049,3368608,3368608,[TikTok](https://tiktok.com/@rbreich)
Chez Chuck,Left-Leaning,451,804497,783824,18,44694,3701689,3701689,[TikTok](https://www.tiktok.com/@chezchuck)
Dave Jorgenson,Neutral,46,798755,248050,18,44375,5377867,5377867,[TikTok](https://www.tiktok.com/@davejorgenson)
Los Angeles Times,Neutral,204,793729,664335,105,7559,7602207,7602207,[TikTok](https://www.tiktok.com/@latimes)
Bloomberg Politics,Neutral,-12,791559,-156741,159,4978,15711493,15711493,[TikTok](https://tiktok.com/@bloombergpolitics)
60 Minutes,Neutral,-93,789164,-1855150,40,19729,9164461,9164461,[TikTok](https://tiktok.com/@60minutes)
Christian Maldonado,Left-Leaning,26,784952,139596,7,112136,5919416,5919416,[TikTok](https://tiktok.com/@christianjmaldonado)
Ben Shapiro,Right-Leaning,-30,775636,-277382,70,11081,13255716,13255716,[TikTok](https://www.tiktok.com/@real.benshapiro)
Turning Point Action,Right-Leaning,17,763053,79907,59,12933,7010870,7010870,[TikTok](https://www.tiktok.com/@tpaction_)
Devin (uniting now),Left-Leaning,10,757220,-23675,123,6156,6144902,6144902,[TikTok](https://www.tiktok.com/@unitingnow)
JD Vance,Right-Leaning,12,748225,25014,12,62352,5683676,5683676,[TikTok](https://www.tiktok.com/@jd)
Pullups Pasta Politics,Left-Leaning,43,742705,228698,141,5267,5643467,5643467,[TikTok](https://www.tiktok.com/@pullupspastapolitics)
Hal for NY,Left-Leaning,8,739179,-40972,106,6973,9803485,9803485,[TikTok](https://www.tiktok.com/@hal_for_ny__)
Braedon Sorbo,Right-Leaning,-30,730112,-292994,32,22816,4806558,4806558,[TikTok](https://www.tiktok.com/@braedensorbo)
WFLA News Channel 8,Neutral,683,727515,725347,34,21398,9191499,9191499,[TikTok](https://www.tiktok.com/@wfla8)
TalkUrShxxtNene,Left-Leaning,22,691311,74583,69,10019,4208556,4208556,[TikTok](https://www.tiktok.com/@jusnene)
The Tennessee Holler,Left-Leaning,36,683613,159143,332,2059,6056144,6056144,[TikTok](https://www.tiktok.com/@thetnholler)
Pamela Smith (blackhomeeducators),Left-Leaning,627,680915,676600,31,21965,3740746,3740746,[TikTok](https://www.tiktok.com/@blackhomeeducators)
Tawni (vintagetawni1),Left-Leaning,101,678504,418108,24,28271,3312708,3312708,[TikTok](https://www.tiktok.com/@vintagetawni1)
Elijah - elijaaahhhhe,Left-Leaning,10,673639,17636,14,48117,3957145,3957145,[TikTok](https://www.tiktok.com/@elijaaahhhhe)
Adam Mockler,Left-Leaning,-92,671014,-1397131,130,5162,8855883,8855883,[TikTok](https://tiktok.com/@adammockler)
Walter Masterson,Left-Leaning,-42,670323,-364232,27,24827,4079428,4079428,[TikTok](https://www.tiktok.com/@waltermasterson)
Savannah Craven,Right-Leaning,631,668891,665028,20,33445,6443639,6443639,[TikTok](https://tiktok.com/@savannahacraven)
Time Magazine,Neutral,-17,659878,-181916,41,16095,8019535,8019535,[TikTok](https://www.tiktok.com/@time)
Piers Morgan Uncensored,Right-Leaning,18,651162,61401,25,26046,8019527,8019527,[TikTok](https://www.tiktok.com/@piersmorganuncensored)
Ohhh That’s Rich,Left-Leaning,60,645494,288583,35,18443,3631282,3631282,[TikTok](https://www.tiktok.com/@ohhthatsrich)
Maggie Reed,Left-Leaning,67,641745,315487,83,7732,3250558,3250558,[TikTok](https://tiktok.com/@mermaidmamamaggie)
Kaileigh Fox,Left-Leaning,395,635255,609164,18,35292,2840271,2840271,[TikTok](https://www.tiktok.com/@kaicfox)
ABC15 Arizona,Neutral,336,628684,589184,32,19646,7171206,7171206,[TikTok](https://www.tiktok.com/@abc15arizona)
Fox & Friends,Right-Leaning,-28,627790,-233026,98,6406,13377825,13377825,[TikTok](https://www.tiktok.com/@foxandfriends)
Bloomberg Business,Neutral,38,626842,185474,173,3623,9253182,9253182,[TikTok](https://www.tiktok.com/@bloombergbusiness)
Luke Beasley,Left-Leaning,-13,626550,-156933,34,18428,2859241,2859241,[TikTok](https://www.tiktok.com/@lukebeasleyofficial)
BloxCast,Neutral,7,623940,24434,24,25998,4326043,4326043,[TikTok](https://www.tiktok.com/@bloxcast_)
Kamala Harris,Left-Leaning,-141,623567,-3656825,4,155892,4466521,4466521,[TikTok](https://www.tiktok.com/@kamalaharris)
SimpleBlackTheory,Left-Leaning,137,620525,440410,23,26979,7180740,7180740,[TikTok](https://www.tiktok.com/@simpleblacktheory)
Builder's Movement,Neutral,72,616271,329413,67,9198,4632064,4632064,[TikTok](https://www.tiktok.com/@buildersmvt)
CBS Texas,Neutral,-34,613932,-246762,234,2624,17667239,17667239,[TikTok](https://www.tiktok.com/@cbsnewstexas)
Lisandra Vazquez,Left-Leaning,-21,606314,-182459,41,14788,2929242,2929242,[TikTok](https://tiktok.com/@lisandravcomedy)
Last Week Tonight with John Oliver,Left-Leaning,62,592029,286419,21,28192,5195339,5195339,[TikTok](https://tiktok.com/@lastweektonighthbo)
Barrett Adair,Left-Leaning,34,590392,196304,27,21866,2915288,2915288,[TikTok](https://www.tiktok.com/@barrett.adair?)
FOX 9 | KMSP Minneapolis,Neutral,163,582850,447516,74,7876,7051770,7051770,[TikTok](https://www.tiktok.com/@fox9mn)
Social Sports,Left-Leaning,-50,572025,-392171,11,52002,2574700,2574700,[TikTok](https://www.tiktok.com/@social_sports_)
Brownneckbrian,Right-Leaning,303,568295,524192,89,6385,8900066,8900066,[TikTok](https://www.tiktok.com/@brownneckbrianaz)
The Feminist Lawyer,Left-Leaning,232,565130,484190,15,37675,2310046,2310046,[TikTok](https://www.tiktok.com/@thefeministlawyer)
Kiki Rae Real,Left-Leaning,136,554657,391691,47,11801,3515786,3515786,[TikTok](https://www.tiktok.com/@kikiraereal)
Dr. Tommy Martin,Neutral,36,551914,181494,95,5810,6927757,6927757,[TikTok](https://www.tiktok.com/@dr.tommymartin)
Grand Ole Evan,Right-Leaning,106,535898,337368,57,9402,4719989,4719989,[TikTok](https://www.tiktok.com/@grand_ole_evan)
The Aravosis Report,Left-Leaning,115,532349,346949,70,7605,6052864,6052864,[TikTok](https://tiktok.com/@aravosis)
The Justice Guy,Left-Leaning,-4,525599,-45908,70,7509,5526461,5526461,[TikTok](https://www.tiktok.com/@matteo_il_pazzeo)
FOX 13 Tampa Bay,Neutral,214,514125,423379,42,12241,7226029,7226029,[TikTok](https://www.tiktok.com/@fox13tampabay)
Zach Foust,Neutral,49,508466,202391,45,11299,2680152,2680152,[TikTok](https://www.tiktok.com/@zacharyloft)
Matt & Justus,Left-Leaning,19,504473,75692,12,42039,4868172,4868172,[TikTok](https://www.tiktok.com/@mattandjustusofficial)
Amanda Nelson - Amanda's Mild Takes,Left-Leaning,-18,503732,-127154,50,10075,2144542,2144542,[TikTok](https://www.tiktok.com/@amandasmildtakes)
Drey Dossier,Left-Leaning,-82,502995,-662442,15,33533,2429363,2429363,[TikTok](https://www.tiktok.com/@thedreydossier)
Doxielvr,Right-Leaning,-24,498256,-157653,130,3833,2548667,2548667,[TikTok](https://www.tiktok.com/@doxielvr)
Ding News,Right-Leaning,-14,487535,-110619,28,17412,4513738,4513738,[TikTok](https://www.tiktok.com/@dingnewscorp)
Zeteo,Left-Leaning,15,476830,75648,112,4257,5613375,5613375,[TikTok](https://www.tiktok.com/@zeteonews)
Ilhan Omar,Left-Leaning,49,471688,184303,18,26205,4667576,4667576,"[TikTok](https://tiktok.com/@rep_ilhan), [TikTok](https://www.tiktok.com/@ilhanmn)"
Dash Dobrofsky,Left-Leaning,-5,470325,-50253,28,16797,3367060,3367060,[TikTok](https://www.tiktok.com/@dashdobrofsky)
Will Cain,Right-Leaning,139,469857,330248,370,1270,7114914,7114914,[TikTok](https://www.tiktok.com/@willcainshow)
Nick Shirley,Right-Leaning,-82,462717,-581501,9,51413,5093059,5093059,[TikTok](https://www.tiktok.com/@nickshirleyy)
The Economist,Neutral,40,456920,151366,24,19038,4617857,4617857,[TikTok](https://www.tiktok.com/@theeconomist)
NBC Washington,Neutral,-74,452908,-554031,230,1969,7436057,7436057,[TikTok](https://www.tiktok.com/@nbcwashington)
Tessa 420,Left-Leaning,72,449930,217318,30,14998,2691242,2691242,[TikTok](https://www.tiktok.com/@tessa420_)
CTV Your Morning,Neutral,-125,445239,-1389684,107,4161,9531598,9531598,[TikTok](https://www.tiktok.com/@yourmorningctv)
Charles Booker,Left-Leaning,11,443947,51916,10,44395,2364019,2364019,[TikTok](https://tiktok.com/@booker4ky)
Jon Ossoff,Left-Leaning,324,442745,408612,22,20125,4034970,4034970,[TikTok](https://tiktok.com/@jon)
