entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
PBS News Hour,Neutral,16,1919449,737952,230,8345,18884332,18884332,[TikTok](https://tiktok.com/@pbsnews)
Hello America,Right-Leaning,195,1808456,1754279,341,5303,13226886,13226886,[TikTok](https://tiktok.com/@helloamericasup)
CNBC,Neutral,121,1780872,1602564,744,2394,53998086,53998086,"[TikTok](https://tiktok.com/@cnbc), [TikTok](https://www.tiktok.com/@cnbc)"
Clips of Kamala,Left-Leaning,71,1771147,1377994,7,253021,6906160,6906160,[TikTok](https://www.tiktok.com/@clipsofkamala)
Allie O’Brien,Left-Leaning,121,1722715,1545712,17,101336,7801922,7801922,[TikTok](https://tiktok.com/@allie_202_)
The Democrats,Left-Leaning,-28,1707517,-2112986,15,113834,8037417,8037417,[TikTok](https://tiktok.com/@democrats)
Greg Johnstone,Left-Leaning,16,1705227,633866,22,77510,9677571,9677571,[TikTok](https://tiktok.com/@johnstone.gregory)
Don Lemon,Left-Leaning,54,1704654,1242280,119,14325,16997051,16997051,[TikTok](https://tiktok.com/@donlemon)
Josh Helfgott,Left-Leaning,-30,1703978,-2011120,23,74086,13649667,13649667,[TikTok](https://tiktok.com/@joshhelfgott)
Good Trouble - Sam Rosenholtz,Left-Leaning,-17,1647942,-427315,71,23210,10260862,10260862,[TikTok](https://www.tiktok.com/@goodtrouble_)
CSPAN,Neutral,-20,1631908,-678595,84,19427,29764587,29764587,[TikTok](https://tiktok.com/@cspanofficial)
Andra Berghoff,Left-Leaning,-14,1564948,-268073,48,32603,7671755,7671755,[TikTok](https://tiktok.com/@hopeyoufindyourdad)
Alexis Rose Hinkley - Traveling Nurse,Left-Leaning,55,1428330,987490,66,21641,6293002,6293002,[TikTok](https://www.tiktok.com/@travelingnurse)
Democratic Governors Association (DGA),Left-Leaning,-24,1426967,-903404,52,27442,7137749,7137749,[TikTok](https://tiktok.com/@demgovs)
Hal for NY,Left-Leaning,161,1369499,1296587,59,23212,19492350,19492350,[TikTok](https://www.tiktok.com/@hal_for_ny__)
Anthony Raimondi,Right-Leaning,-13,1329582,-396779,100,13296,6472086,6472086,[TikTok](https://www.tiktok.com/@conservativeant2.0)
ABC News Live,Neutral,-16,1305766,-422743,227,5752,17611183,17611183,[TikTok](https://tiktok.com/@abcnewslive)
The Recount,Left-Leaning,78,1235970,949010,79,15645,9952180,9952180,[TikTok](https://tiktok.com/@therecount)
60 Minutes,Neutral,74,1224574,934046,118,10378,11824880,11824880,[TikTok](https://tiktok.com/@60minutes)
Turning Point USA,Right-Leaning,-5,1211569,-82125,35,34616,16596698,16596698,[TikTok](https://www.tiktok.com/@turningpointusaofficial)
Walter Masterson,Left-Leaning,23,1164450,528649,29,40153,6622752,6622752,[TikTok](https://www.tiktok.com/@waltermasterson)
Hawk Podcast,Left-Leaning,-14,1137060,-328560,145,7842,9224035,9224035,[TikTok](https://tiktok.com/@mdg650hawk7thacct)
Gaydar,Left-Leaning,77,1121820,847585,8,140228,5165865,5165865,[TikTok](https://www.tiktok.com/@gaydar.show)
Andr3wsky,Left-Leaning,-19,1087012,-579413,26,41808,4907816,4907816,[TikTok](https://www.tiktok.com/@andr3wsky)
Dash Dobrofsky,Left-Leaning,-25,1036001,-745283,43,24093,7082342,7082342,[TikTok](https://www.tiktok.com/@dashdobrofsky)
Johnny Palmadessa,Left-Leaning,202,1013432,984133,16,63340,7140853,7140853,[TikTok](https://tiktok.com/@johnnypalmadessa)
The National Desk,Right-Leaning,-23,1011165,-670624,514,1967,26307286,26307286,[TikTok](https://www.tiktok.com/@tndtok)
Bernie Sanders,Left-Leaning,-26,1000332,-727776,18,55574,4935267,4935267,[TikTok](https://www.tiktok.com/@bernie)
Doxielvr,Right-Leaning,-19,939778,-495998,96,9789,4044323,4044323,[TikTok](https://www.tiktok.com/@doxielvr)
Pete Buttigieg,Left-Leaning,-17,928691,-420331,7,132670,5454798,5454798,[TikTok](https://www.tiktok.com/@petebuttigieg)
The New York Times,Neutral,-47,905949,-1756534,128,7078,8981555,8981555,[TikTok](https://tiktok.com/@nytimes)
WFF News,Right-Leaning,17,870121,292169,58,15002,8846749,8846749,[TikTok](https://tiktok.com/@wffnews)
Democracy Now!,Left-Leaning,178,854848,816644,50,17097,5408321,5408321,[TikTok](https://www.tiktok.com/@democracynow.org)
The Guardian,Neutral,46,849556,495041,40,21239,8245055,8245055,[TikTok](https://www.tiktok.com/@guardian)
Jesse Watters,Right-Leaning,0,848550,137930,65,13055,6533328,6533328,[TikTok](https://tiktok.com/@jessebwatters)
Suzanne Lambert,Left-Leaning,19,833750,299365,39,21378,4433445,4433445,[TikTok](https://www.tiktok.com/@itssuzannelambert)
Jeffery Mead,Right-Leaning,79,822406,624568,21,39162,5805368,5805368,[TikTok](https://tiktok.com/@the_jefferymead)
Koch Head,Left-Leaning,166,785068,743110,120,6542,4654606,4654606,[TikTok](https://tiktok.com/@kochead)
Crooked Media,Left-Leaning,25,729983,285357,128,5703,6152416,6152416,"[TikTok](https://tiktok.com/@crookedmedia), [TikTok](https://www.tiktok.com/@realpodsaveamerica)"
Melanie Stansbury,Left-Leaning,-11,717214,-163498,37,19384,3461937,3461937,[TikTok](https://tiktok.com/@repstansbury)
Tucker Carlson,Right-Leaning,-35,691934,-807630,16,43246,8429441,8429441,[TikTok](https://tiktok.com/@tuckercarlson)
Alexandria Ocasio-Cortez,Left-Leaning,-20,676772,-396993,18,37598,3709065,3709065,"[TikTok](https://www.tiktok.com/@aoc), [TikTok](https://tiktok.com/@aocinthehouse)"
Isaiah Martin,Left-Leaning,7,671468,98388,58,11577,3804066,3804066,[TikTok](https://tiktok.com/@isaiahrmartin)
Adam Mockler,Left-Leaning,-2,655216,1289,26,25201,5876462,5876462,[TikTok](https://tiktok.com/@adammockler)
Brian Baez,Left-Leaning,84,632553,466347,29,21812,3398618,3398618,[TikTok](https://www.tiktok.com/@mentallydivine)
Daily Wire,Right-Leaning,-37,620951,-844637,26,23883,4620490,4620490,[TikTok](https://tiktok.com/@dailywire)
"Tom Powell, Jr.",Left-Leaning,5,619499,68420,967,641,6427225,6427225,[TikTok](https://tiktok.com/@tompowelljr)
Danielle Ann,Left-Leaning,23,617302,189126,124,4978,2450290,2450290,[TikTok](https://tiktok.com/@chasingoz)
Nikita Redkar Dumptruck,Left-Leaning,59,607293,366023,9,67477,2804281,2804281,[TikTok](https://tiktok.com/@nikitadumptruck)
Amanda Tietz,Left-Leaning,-12,602975,-84912,40,15074,3595175,3595175,[TikTok](https://www.tiktok.com/@pottymouthpollyanna)
The Associated Press (AP),Neutral,40,602129,299611,110,5474,7384080,7384080,[TikTok](https://tiktok.com/@apnews)
"Joe ""Pags"" Pagliarulo",Right-Leaning,-36,596085,-657162,50,11922,4949946,4949946,[TikTok](https://www.tiktok.com/@joepags)
Chris Glover - Generic Art Dad,Left-Leaning,78,592013,431278,24,24667,3723536,3723536,[TikTok](https://tiktok.com/@genericartdad)
Maggie Reed,Left-Leaning,-24,588321,-242382,61,9645,2553392,2553392,[TikTok](https://tiktok.com/@mermaidmamamaggie)
Hail the King,Right-Leaning,47,576986,309660,34,16970,5199133,5199133,[TikTok](https://www.tiktok.com/@hailtheking23)
Megyn Kelly,Right-Leaning,-29,531318,-366303,44,12075,7593637,7593637,[TikTok](https://www.tiktok.com/@megynkellyshow)
The Washington Post,Neutral,-33,527297,-493500,39,13520,4639386,4639386,[TikTok](https://tiktok.com/@washingtonpost)
TRT World,Neutral,45,524931,262098,107,4906,4601448,4601448,[TikTok](https://www.tiktok.com/@trtworld)
The Independent,Neutral,-12,518483,-72878,169,3068,13019746,13019746,[TikTok](https://www.tiktok.com/@independent)
Conscious Lee - George Lee Jr,Left-Leaning,18,513728,146517,74,6942,2842626,2842626,[TikTok](https://tiktok.com/@theconsciouslee)
James Talarico,Left-Leaning,46,501697,255806,5,100339,2721649,2721649,[TikTok](https://www.tiktok.com/@jamestalarico)
Ro Khanna,Left-Leaning,-23,498801,-178458,20,24940,3138614,3138614,[TikTok](https://tiktok.com/@rokhannausa)
Ohhh That’s Rich,Left-Leaning,,449142,,32,14036,2784213,2784213,[TikTok](https://www.tiktok.com/@ohhthatsrich)
The Hill,Neutral,33,445740,161058,145,3074,7484228,7484228,[TikTok](https://tiktok.com/@thehillpolitics)
Jack Schlossberg,Left-Leaning,-37,428169,-460834,17,25186,3135577,3135577,[TikTok](https://www.tiktok.com/@jack.schlossberg)
Ding News,Right-Leaning,-1,420274,-22835,25,16811,4007266,4007266,[TikTok](https://www.tiktok.com/@dingnewscorp)
The Woke Ginger,Left-Leaning,-4,417042,-45272,73,5713,3723752,3723752,[TikTok](https://tiktok.com/@thewokeginger)
CFH Unfiltered,Left-Leaning,306,417019,415624,54,7723,3199641,3199641,[TikTok](https://tiktok.com/@cfh.unfiltered)
The Aravosis Report,Left-Leaning,19,408356,94212,40,10209,3457353,3457353,[TikTok](https://tiktok.com/@aravosis)
Human Rights Campaign,Left-Leaning,60,403654,242369,41,9845,1824735,1824735,[TikTok](https://tiktok.com/@humanrightscampaign)
Ben Verbeck,Left-Leaning,77,393954,268392,67,5880,1908568,1908568,[TikTok](https://www.tiktok.com/@ben.verbeck)
Heidy Torres,Left-Leaning,9,390204,38692,86,4537,4494762,4494762,[TikTok](https://tiktok.com/@heidytorr)
Genz Perspective Pod,Left-Leaning,82,389454,276278,29,13429,2319653,2319653,[TikTok](https://www.tiktok.com/@genzperspectivepod)
Yeganeh Mafaher,Left-Leaning,-2,386570,-35882,58,6665,3189628,3189628,[TikTok](https://www.tiktok.com/@littleyeg)
Chris Mowrey,Left-Leaning,39,384974,157127,34,11323,2318689,2318689,[TikTok](https://www.tiktok.com/@chrisdmowrey)
News Nation,Neutral,122,379184,326133,169,2244,9441351,9441351,[TikTok](https://www.tiktok.com/@newsnationnow)
The Tennessee Holler,Left-Leaning,-58,366878,-762813,341,1076,5408869,5408869,[TikTok](https://www.tiktok.com/@thetnholler)
Democratic Congressional Campaign Committee (DCCC),Left-Leaning,-22,357519,-174532,58,6164,5382469,5382469,[TikTok](https://tiktok.com/@dccc)
Nessa Diosdado,Left-Leaning,,356797,,39,9149,2837261,2837261,[TikTok](https://www.tiktok.com/@nessadiosdado)
Patrick Bet-David,Right-Leaning,5,355309,11637,111,3201,6029440,6029440,[TikTok](https://www.tiktok.com/@patrickbetdavid)
Jasmine Crockett,Left-Leaning,-86,350703,-1712003,8,43838,1783229,1783229,[TikTok](https://tiktok.com/@jasmineforus)
BloxCast,Neutral,-9,348603,-72939,64,5447,2672388,2672388,[TikTok](https://www.tiktok.com/@bloxcast_)
Ariana Jasmine Afshar,Left-Leaning,23,341035,91030,63,5413,2147121,2147121,[TikTok](https://tiktok.com/@arianajasmine___)
Keith Edwards,Left-Leaning,-66,337495,-824902,26,12981,3902503,3902503,[TikTok](https://www.tiktok.com/@keithedwards)
Alexis and Dean,Neutral,-32,330714,-211717,24,13780,7380341,7380341,[TikTok](https://www.tiktok.com/@alexisanddean)
Pissed Magistus,Left-Leaning,159,330605,308126,12,27550,2729948,2729948,[TikTok](https://www.tiktok.com/@pissedmagistus)
David Boomer,Left-Leaning,-20,325032,-117045,62,5242,1489382,1489382,[TikTok](https://tiktok.com/@empathytour)
Sara Jacobs,Left-Leaning,149,320234,295052,25,12809,1187507,1187507,[TikTok](https://www.tiktok.com/@repsarajacobs)
Adam Schiff,Left-Leaning,-43,295953,-315145,8,36994,2809233,2809233,[TikTok](https://www.tiktok.com/@adamschiff)
Jamelle Bouie,Left-Leaning,2,289296,-3424,31,9332,1356228,1356228,[TikTok](https://tiktok.com/@jamellebouie)
More Perfect Union,Left-Leaning,-84,287337,-1201922,81,3547,2133236,2133236,[TikTok](https://tiktok.com/@moreperfectunion)
Zeteo,Left-Leaning,-3,285736,-27748,127,2250,3717870,3717870,[TikTok](https://www.tiktok.com/@zeteonews)
The Good Liars,Left-Leaning,46,283967,141835,4,70992,3299741,3299741,[TikTok](https://tiktok.com/@thegoodliars)
Christian Maldonado,Left-Leaning,-53,279210,-379397,9,31023,1897358,1897358,[TikTok](https://tiktok.com/@christianjmaldonado)
Imani Barbarin - Crutches and Spice,Left-Leaning,231,278258,273767,27,10306,1196419,1196419,[TikTok](https://www.tiktok.com/@crutches_and_spice)
Joshua Doss,Left-Leaning,72,275042,195647,5,55008,1368682,1368682,[TikTok](https://www.tiktok.com/@doss.discourse)
James Ray,Left-Leaning,-40,273292,-249358,54,5061,1365347,1365347,[TikTok](https://tiktok.com/@jamesgetspolitical)
James Ray (jamesgetpolitical),Left-Leaning,-40,273292,-249358,54,5061,1365347,1365347,[TikTok](https://www.tiktok.com/@jamesgetspolitical)
Your Favorite Guy,Left-Leaning,-73,269402,-667847,51,5282,1447951,1447951,[TikTok](https://tiktok.com/@yourfavoriteguy)
Isabel Brown,Right-Leaning,28,268835,102103,19,14149,2270589,2270589,[TikTok](https://tiktok.com/@theisabelbrown)
TrumpLatinos,Right-Leaning,257,262984,260790,37,7108,3882708,3882708,[TikTok](https://www.tiktok.com/@trumplatinos24)
Clarkson Lawson,Right-Leaning,-20,262362,-89020,18,14576,2854003,2854003,[TikTok](https://tiktok.com/@clarksonlawson)
Joy-Ann Reid,Left-Leaning,-5,257163,-27424,37,6950,1092512,1092512,[TikTok](https://www.tiktok.com/@joyreidofficial)
Jess Piper,Left-Leaning,78,254064,190418,40,6352,1251769,1251769,[TikTok](https://tiktok.com/@jesspipermo)
Conservative Heat,Right-Leaning,187,240829,231332,37,6509,2240834,2240834,[TikTok](https://tiktok.com/@conservativeheat)
Riley Gaines Barker,Right-Leaning,-94,240770,-1138598,11,21888,1389555,1389555,[TikTok](https://www.tiktok.com/@rileygaines)
Hope Walz,Left-Leaning,2,237087,2688,25,9483,1103646,1103646,[TikTok](https://www.tiktok.com/@hopewalz)
Just Wayne,Left-Leaning,-60,229288,-349722,54,4246,1355094,1355094,[TikTok](https://www.tiktok.com/@justwaynecreative)
Dellara,Left-Leaning,37,223510,95537,11,20319,1433856,1433856,[TikTok](https://tiktok.com/@dellara)
Josh Greene - Josh the Progressive,Left-Leaning,-34,211679,-181384,103,2055,2194749,2194749,[TikTok](https://tiktok.com/@peacefulprogressive)
Face the Nation,Neutral,78,201607,141786,56,3600,3561261,3561261,[TikTok](https://tiktok.com/@facethenation)
Da’Vion Tatum,Left-Leaning,108,200911,168448,31,6481,693618,693618,[TikTok](https://www.tiktok.com/@iamdaviontatum)
Luke Beasley,Left-Leaning,-52,199053,-277356,8,24882,1048896,1048896,[TikTok](https://www.tiktok.com/@lukebeasleyofficial)
Attorney Ryan,Left-Leaning,53,195894,114675,39,5023,1959783,1959783,[TikTok](https://tiktok.com/@attorneyryan)
Call to Activism,Left-Leaning,146,195572,179201,17,11504,4670086,4670086,[TikTok](https://www.tiktok.com/@calltoactivism)
Barrie Rose,Left-Leaning,69,192470,129049,26,7403,1957428,1957428,[TikTok](https://tiktok.com/@barrierose)
Rachel Cohen,Left-Leaning,6,178821,-870,37,4833,796281,796281,[TikTok](https://www.tiktok.com/@cohen489)
Michael Solakiewicz,Right-Leaning,-24,176489,-112856,97,1819,5495777,5495777,[TikTok](https://www.tiktok.com/@michaelsolakiewicz)
Eric Burnett,Left-Leaning,-35,174734,-170645,24,7281,988187,988187,[TikTok](https://www.tiktok.com/@dr.eric.b)
Eliza Orlins,Left-Leaning,61,174499,110282,31,5629,809161,809161,[TikTok](https://tiktok.com/@elizaorlins)
Robert Garcia,Left-Leaning,-89,174491,-640087,6,29082,1121919,1121919,[TikTok](https://tiktok.com/@robertgarcia)
Kenny Walden - 2rawtooreal,Left-Leaning,-27,171766,-117319,25,6871,649922,649922,[TikTok](https://www.tiktok.com/@2rawtooreal2)
Randy Blue Dad,Left-Leaning,-1,171006,-10661,39,4385,949457,949457,[TikTok](https://www.tiktok.com/@randybluedad)
I've Had It Podcast,Left-Leaning,-88,164931,-540860,24,6872,1438344,1438344,[TikTok](https://www.tiktok.com/@ivehaditpodcast)
News Doode,Left-Leaning,19,164505,32079,34,4838,745851,745851,"[TikTok](https://www.tiktok.com/@my_doode), [TikTok](https://www.tiktok.com/@the.doode)"
Piers Morgan Uncensored,Right-Leaning,-92,157773,-574878,22,7172,3259437,3259437,[TikTok](https://www.tiktok.com/@piersmorganuncensored)
Zak Kimball,Left-Leaning,34,156301,57479,22,7105,984186,984186,[TikTok](https://www.tiktok.com/@zak.kimball)
Whitney Roberts,Left-Leaning,-7,153734,-30284,69,2228,646529,646529,[TikTok](https://www.tiktok.com/@thewokemama)
Free State of Florida,Right-Leaning,20,145334,22490,42,3460,1862899,1862899,[TikTok](https://tiktok.com/@freestateofflorida)
Xaviaer DuRousseau,Right-Leaning,15,144496,15562,10,14450,673225,673225,[TikTok](https://www.tiktok.com/@xaviaer)
Full Send Podcast,Right-Leaning,3,141322,-8786,28,5047,2109920,2109920,[TikTok](https://www.tiktok.com/@fullsendpodcast)
Ayanna Pressley,Left-Leaning,11,139997,2564,11,12727,633786,633786,[TikTok](https://www.tiktok.com/@reppressley)
Link Lauren,Right-Leaning,-88,134363,-485380,4,33591,561155,561155,[TikTok](https://tiktok.com/@itslinklauren)
Braedon Sorbo,Right-Leaning,-9,132919,-44587,34,3909,1237074,1237074,[TikTok](https://www.tiktok.com/@braedensorbo)
PoliticsJOE,Left-Leaning,17,130229,13961,26,5009,1632761,1632761,[TikTok](https://tiktok.com/@politicsjoe)
Brandon Tatum,Right-Leaning,11,129064,2612,18,7170,1084949,1084949,[TikTok](https://tiktok.com/@theofficertatum)
Matt Gordon,Left-Leaning,33,127687,48672,52,2456,664552,664552,[TikTok](https://www.tiktok.com/@usmcangryveteran)
Ben Shapiro,Right-Leaning,-52,125721,-214166,34,3698,2066734,2066734,[TikTok](https://www.tiktok.com/@real.benshapiro)
CAP Action,Left-Leaning,90,124069,95917,56,2216,1453655,1453655,[TikTok](https://tiktok.com/@fightforprogress)
Jess Craven,Left-Leaning,-41,122474,-153475,31,3951,504379,504379,[TikTok](https://tiktok.com/@jesscraven101)
HYGO News,Right-Leaning,-64,119415,-254808,355,336,3411290,3411290,[TikTok](https://www.tiktok.com/@hygonews)
Dave Jorgenson,Neutral,-68,119324,-283961,7,17046,938204,938204,[TikTok](https://www.tiktok.com/@davejorgenson)
Avery Warwick,Right-Leaning,-11,118510,-32796,48,2469,655026,655026,[TikTok](https://tiktok.com/@its.avery.warwick)
Luke David Johnson,Neutral,-43,117274,-156528,11,10661,1143746,1143746,[TikTok](https://tiktok.com/@lukedavidjohnson)
Laurenzo Adesso,Left-Leaning,70,111002,76990,13,8539,1063637,1063637,[TikTok](https://tiktok.com/@adesso.laurenzo)
Meghan Elinor,Right-Leaning,-34,109516,-121475,65,1685,925813,925813,[TikTok](https://www.tiktok.com/@meghanelinor)
Ruben Gallego,Left-Leaning,75,106045,73851,16,6628,733503,733503,[TikTok](https://www.tiktok.com/@rubengallegoaz)
Olivia Julianna,Left-Leaning,-33,104596,-108392,25,4184,695023,695023,[TikTok](https://tiktok.com/@0liviaJulianna)
Casey Mama Sissie,Left-Leaning,-90,103805,-398682,54,1922,466951,466951,[TikTok](https://tiktok.com/@mamasissiesays)
Tim Walz,Left-Leaning,-130,97570,-995954,2,48785,461733,461733,[TikTok](https://www.tiktok.com/@timwalz)
The Zactivist,Left-Leaning,67,96571,63843,28,3449,558672,558672,[TikTok](https://tiktok.com/@zactivist)
Zackory Kirk,Left-Leaning,67,96571,63843,28,3449,558672,558672,[TikTok](https://www.tiktok.com/@zactivist)
TL Duryea,Left-Leaning,12,94902,7833,88,1078,1296791,1296791,[TikTok](https://tiktok.com/@tduryea)
Angel Barragan,Left-Leaning,32,94139,31075,66,1426,1076377,1076377,[TikTok](https://tiktok.com/@senor_barragan)
Kiera Spann,Left-Leaning,85,93996,69476,37,2540,464584,464584,[TikTok](https://tiktok.com/@famousblonde)
The Young Turks,Left-Leaning,98,92388,73696,32,2887,508184,508184,[TikTok](https://www.tiktok.com/@theyoungturks)
Jordan Peterson,Right-Leaning,-22,90600,-59227,25,3624,1421493,1421493,[TikTok](https://tiktok.com/@dr.jordan.b.peterson)
Scott Galloway,Neutral,105,90447,74812,29,3119,1329265,1329265,[TikTok](https://www.tiktok.com/@profgalloway)
Jamira Burley,Left-Leaning,28,88800,26517,33,2691,609740,609740,[TikTok](https://tiktok.com/@jawnontheinternet)
Yahoo Finance,Neutral,102,86609,70711,97,893,2858103,2858103,[TikTok](https://tiktok.com/@yahoofinance)
TrueVox,Right-Leaning,27,86430,25651,22,3929,1442263,1442263,[TikTok](https://tiktok.com/@truvoxpolitical)
United We Dream,Left-Leaning,213,85442,84078,2,42721,223432,223432,[TikTok](https://www.tiktok.com/@unitedwedream)
Trae Crowder,Left-Leaning,-36,83847,-89005,9,9316,345652,345652,[TikTok](https://tiktok.com/@traecrowder)
UKUSpolitics,Left-Leaning,75,83055,58411,23,3611,491543,491543,[TikTok](https://tiktok.com/@ukuspolitics)
Mrs. Frazzled,Left-Leaning,135,81103,73048,37,2192,482652,482652,[TikTok](https://www.tiktok.com/@mrs.frazzled)
