entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
BreakThrough News,Left-Leaning,-163,150839,-792127,43,3508,2387766,2387766,[TikTok](https://www.tiktok.com/@btnewsroom)
Brian Baez,Left-Leaning,-101,146776,-267652,29,5061,1097334,1097334,[TikTok](https://www.tiktok.com/@mentallydivine)
Jamelle Bouie,Left-Leaning,-53,144949,-137153,17,8526,832512,832512,[TikTok](https://tiktok.com/@jamellebouie)
SimpleBlackTheory,Left-Leaning,-65,144646,-164946,14,10332,1020014,1020014,[TikTok](https://www.tiktok.com/@simpleblacktheory)
Jobob Taeleifi,Right-Leaning,91,137354,78665,97,1416,1019547,1019547,[TikTok](https://tiktok.com/@thejobob)
Both Sides News,Neutral,251,135488,126585,109,1243,1826493,1826493,[TikTok](https://www.tiktok.com/@bothsidesnews)
I've Had It Podcast,Left-Leaning,-51,131539,-135447,33,3986,924621,924621,[TikTok](https://www.tiktok.com/@ivehaditpodcast)
Quentin R. Jiles,Left-Leaning,76,131361,62228,34,3864,881656,881656,[TikTok](https://www.tiktok.com/@quentinjiles)
Dr. Jennifer Lincoln,Left-Leaning,156,129957,104637,22,5907,1050289,1050289,[TikTok](https://www.tiktok.com/@drjenniferlincoln)
Matt Gordon,Left-Leaning,37,127753,15675,66,1936,581294,581294,[TikTok](https://www.tiktok.com/@usmcangryveteran)
Stuff Keeps Happening,Left-Leaning,-9,127749,-35202,18,7097,512438,512438,[TikTok](https://tiktok.com/@endeavorance)
Robert Reich,Left-Leaning,-239,126882,-2234390,20,6344,832024,832024,[TikTok](https://tiktok.com/@rbreich)
Sarah McBride,Left-Leaning,-47,124207,-123071,17,7306,761672,761672,[TikTok](https://www.tiktok.com/@sarahemcbride)
Bernie Sanders,Left-Leaning,-160,123729,-640656,7,17676,1065500,1065500,[TikTok](https://www.tiktok.com/@bernie)
Garrison Hayes,Left-Leaning,170,123385,101723,4,30846,584700,584700,[TikTok](https://www.tiktok.com/@garrisonhayes)
Off Jawaggon,Left-Leaning,6,122513,-16663,18,6806,496268,496268,[TikTok](https://www.tiktok.com/@off_jawaggon)
Greg Landsman,Left-Leaning,42,118676,20556,13,9129,946644,946644,[TikTok](https://www.tiktok.com/@greglandsmanoh)
Dave Bondy,Right-Leaning,57,118271,36190,35,3379,1835992,1835992,[TikTok](https://www.tiktok.com/@davebondy)
AB Burns-Tucker,Left-Leaning,-113,117502,-286434,19,6184,607644,607644,[TikTok](https://www.tiktok.com/@iamlegallyhype)
Andy Frisella,Right-Leaning,50,117456,30510,149,788,1319501,1319501,[TikTok](https://www.tiktok.com/@personal.excellence)
leelorising,Right-Leaning,-133,116598,-383646,24,4858,692060,692060,[TikTok](https://www.tiktok.com/@leelorising)
Jessica Valenti,Left-Leaning,34,115036,14303,22,5229,517898,517898,[TikTok](https://www.tiktok.com/@auntiekilljoy)
The Lincoln Project,Left-Leaning,-47,113195,-107543,19,5958,793661,793661,[TikTok](https://www.tiktok.com/@thelincolnproject)
Nakia Deon,Right-Leaning,53,111238,32171,50,2225,703424,703424,[TikTok](https://www.tiktok.com/@nakia.deon)
The Aravosis Report,Left-Leaning,-161,111137,-573659,41,2711,1360928,1360928,[TikTok](https://tiktok.com/@aravosis)
Free State of Florida,Right-Leaning,-148,110115,-436972,21,5244,1164744,1164744,[TikTok](https://tiktok.com/@freestateofflorida)
ACLU,Left-Leaning,11,110052,-9155,30,3668,591934,591934,[TikTok](https://www.tiktok.com/@aclu)
NBC 5 Chicago,Neutral,-158,109551,-504538,14,7825,1433521,1433521,[TikTok](https://www.tiktok.com/@nbcchicago)
Bianca Graulau,Left-Leaning,185,108667,94391,2,54334,321900,321900,[TikTok](https://www.tiktok.com/@biancagraulau)
Rl,Right-Leaning,-10,108254,-31695,48,2255,1119264,1119264,[TikTok](https://www.tiktok.com/@republican.latina)
Brett Meiselas,Left-Leaning,-176,108143,-655908,2,54072,386508,386508,[TikTok](https://www.tiktok.com/@whatmakesbretttik)
Jack Schlossberg,Left-Leaning,-69,108134,-143058,9,12015,721200,721200,[TikTok](https://www.tiktok.com/@jack.schlossberg)
Deja Foxx,Left-Leaning,-149,107383,-409882,16,6711,809717,809717,[TikTok](https://www.tiktok.com/@deja_foxx)
PoliticsJOE,Left-Leaning,-37,106830,-64493,35,3052,1926717,1926717,[TikTok](https://tiktok.com/@politicsjoe)
The Young Turks,Left-Leaning,-139,106467,-330737,27,3943,1210587,1210587,[TikTok](https://www.tiktok.com/@theyoungturks)
The Kansas City Star,Neutral,296,106104,102701,9,11789,1351050,1351050,[TikTok](https://www.tiktok.com/@thekansascitystar)
Lawful Expat,Right-Leaning,-54,103702,-99055,73,1421,1565238,1565238,[TikTok](https://www.tiktok.com/@lawfulexpat)
Cam Higby,Right-Leaning,-107,103533,-224466,9,11504,747111,747111,[TikTok](https://tiktok.com/@thecamhigby)
