entity,political_lean,rank_change,total_engagements,engagements_change,posts,avg_engagements,total_views,Non_Twitter_Views,platforms
Jay Jay Ghatt,Left-Leaning,,41537,,1,41537,249475,249475,[TikTok](https://www.tiktok.com/@jayjayglegal)
StandWithUs,Neutral,,40579,,1,40579,731664,731664,[TikTok](https://www.tiktok.com/@stand_with_us)
Omar Fateh,Left-Leaning,,40393,,6,6732,536761,536761,[TikTok](https://www.tiktok.com/@omarfatehmn)
Millennial Report,Left-Leaning,-265,40360,-155656,10,4036,400706,400706,[TikTok](https://www.tiktok.com/@millennialreport)
Ben Cohen,Left-Leaning,,40255,,1,40255,188446,188446,[TikTok](https://www.tiktok.com/@yobencohen)
Thatintelguy,Right-Leaning,16,40032,38521,34,1177,528631,528631,[TikTok](https://www.tiktok.com/@the.intel.pub)
Vivek Ramaswamy,Right-Leaning,,40030,,1,40030,536792,536792,[TikTok](https://www.tiktok.com/@vivekramaswamy.2024)
The Atlantic,Neutral,123,39828,39728,18,2213,656250,656250,[TikTok](https://www.tiktok.com/@theatlantic)
Lila Rose Podcast,Right-Leaning,,38519,,3,12840,327696,327696,[TikTok](https://www.tiktok.com/@thelilaroseshow)
Nancy Mace,Right-Leaning,-45,38030,33655,15,2535,484834,484834,[TikTok](https://www.tiktok.com/@basedmace)
Epistemic,Left-Leaning,,36691,,2,18346,203543,203543,[TikTok](https://www.tiktok.com/@epistemiccrisis)
Future Trillionaires,Right-Leaning,,36548,,11,3323,812358,812358,[TikTok](https://www.tiktok.com/@future_trillionaires)
The Miami Herald,Neutral,103,36058,35909,5,7212,521195,521195,[TikTok](https://www.tiktok.com/@miamiherald)
Planned Parenthood,Left-Leaning,79,35896,35596,5,7179,149986,149986,[TikTok](https://tiktok.com/@plannedparenthood)
David Gokhshtein,Right-Leaning,,35850,,13,2758,1038406,1038406,[TikTok](https://www.tiktok.com/@davidgokhshtein)
Alex Cascio,Left-Leaning,-164,35080,3082,14,2506,330456,330456,[TikTok](https://www.tiktok.com/@casalmon)
Long Island Audit,Right-Leaning,,34255,,15,2284,1385284,1385284,[TikTok](https://www.tiktok.com/@longislandaudit)
Mikie Sherrill,Left-Leaning,65,33999,33669,7,4857,295556,295556,[TikTok](https://www.tiktok.com/@teammikie)
Debbie Mucarsel-Powell,Left-Leaning,114,33967,33873,7,4852,844615,844615,[TikTok](https://www.tiktok.com/@debbieforflorida)
50501: The People’s Movement,Left-Leaning,,33405,,2,16703,296144,296144,[TikTok](https://www.tiktok.com/@50501movement)
Erin Reed,Left-Leaning,,33239,,1,33239,127488,127488,[TikTok](https://www.tiktok.com/@erininthemorn)
Ilhan Omar,Left-Leaning,-177,33188,-4841,5,6638,448132,448132,[TikTok](https://tiktok.com/@rep_ilhan)
Manny Rutinel,Left-Leaning,,33040,,3,11013,142692,142692,[TikTok](https://www.tiktok.com/@mannyrutinel)
Taylor Smoke,Left-Leaning,54,32935,32518,32,1029,227360,227360,[TikTok](https://tiktok.com/@taysmokedank)
Dana Perino,Right-Leaning,79,32632,32440,10,3263,701406,701406,[TikTok](https://www.tiktok.com/@thedanaperino)
KARE 11 Minneapolis,Neutral,-88,32165,26348,10,3217,620490,620490,[TikTok](https://www.tiktok.com/@kare11news)
The 'Gander,Left-Leaning,139,31519,31511,63,500,340574,340574,[TikTok](https://www.tiktok.com/@gandernewsroom)
Scottpresler,Right-Leaning,73,31048,30821,9,3450,190262,190262,[TikTok](https://www.tiktok.com/@scottpresler)
Whitney Plus Five,Right-Leaning,-99,30779,23187,47,655,281823,281823,[TikTok](https://www.tiktok.com/@whitplusfive)
Gina DiVittorio - The Pocket Report,Left-Leaning,-194,30476,-14271,6,5079,119799,119799,[TikTok](https://tiktok.com/@thepocketreport)
Logan Dubil,Right-Leaning,,28529,,15,1902,345719,345719,[TikTok](https://www.tiktok.com/@thelogandubil)
The Rubin Report,Right-Leaning,-241,28507,-43695,26,1096,303065,303065,[TikTok](https://www.tiktok.com/@officialrubinreport)
Politico Mexico,Neutral,-411,28369,-2525186,5,5674,381771,381771,[TikTok](https://tiktok.com/@politicomx)
Sanders Jennings,Left-Leaning,,27962,,3,9321,557266,557266,[TikTok](https://www.tiktok.com/@sander_jennings)
Terrence K. Williams,Right-Leaning,,27655,,2,13828,231309,231309,[TikTok](https://www.tiktok.com/@terrencekwilliams)
aidanpleasestoptalking,Left-Leaning,-95,27555,21885,11,2505,248437,248437,[TikTok](https://tiktok.com/@aidanpleasestoptalking)
Jon Cooper - Counterpoint Politics,Left-Leaning,-38,27554,25090,4,6889,510298,510298,[TikTok](https://tiktok.com/@counterpointpolitics)
DOGE Update Guy,Right-Leaning,-221,26576,-27449,17,1563,212205,212205,[TikTok](https://www.tiktok.com/@dug_dogeupdateguy)
Old School Republicans,Right-Leaning,81,26396,26264,9,2933,282830,282830,[TikTok](https://tiktok.com/@oldschoolrepubs)
Kaisa,Left-Leaning,,26348,,5,5270,207664,207664,[TikTok](https://www.tiktok.com/@kaisastreams)
Dr. Jennifer Lincoln,Left-Leaning,-359,25320,-494169,15,1688,344809,344809,[TikTok](https://www.tiktok.com/@drjenniferlincoln)
Ed Markey,Left-Leaning,-146,25273,11101,8,3159,211420,211420,"[TikTok](https://tiktok.com/@ed_markey), [TikTok](https://www.tiktok.com/@senmarkey)"
npwf,Left-Leaning,,24948,,34,734,139681,139681,[TikTok](https://tiktok.com/@npwf)
Moon Media,Neutral,,24635,,1,24635,435653,435653,[TikTok](https://www.tiktok.com/@moonmedia.pro)
Kat Blaque,Left-Leaning,,24510,,3,8170,226636,226636,[TikTok](https://www.tiktok.com/@katblaque)
Nico (Stocking the Capitol),Left-Leaning,,24363,,2,12182,168296,168296,[TikTok](https://www.tiktok.com/@stocking_the_capitol)
Gutfeld!,Right-Leaning,,23996,,13,1846,569702,569702,[TikTok](https://www.tiktok.com/@gutfeldfox)
Elizabeth Booker Houston - Bookers Squared,Left-Leaning,-150,23421,9949,9,2602,69256,69256,[TikTok](https://www.tiktok.com/@bookersquared)
Myranda Kazos Sievers,Left-Leaning,89,23070,22987,42,549,147312,147312,[TikTok](https://www.tiktok.com/@myrandapolisci)
Stand Up America,Left-Leaning,-216,23022,-22338,49,470,253833,253833,[TikTok](https://tiktok.com/@standup.america)
Reecie Colbert,Left-Leaning,-135,22951,13049,28,820,209562,209562,[TikTok](https://tiktok.com/@reeciecolbert)
United Nations,Neutral,-192,22640,-4751,12,1887,323441,323441,[TikTok](https://www.tiktok.com/@unitednations)
Heidy Torres,Left-Leaning,-337,22505,-267963,12,1875,338611,338611,[TikTok](https://tiktok.com/@heidytorr)
impactforgood_,Left-Leaning,-18,22266,21173,18,1237,163828,163828,[TikTok](https://tiktok.com/@impactforgood_)
Washington Post Opinions,Neutral,,22211,,6,3702,169243,169243,[TikTok](https://www.tiktok.com/@postopinions)
The Trumpest,Right-Leaning,-173,22153,5476,49,452,416969,416969,[TikTok](https://tiktok.com/@thetrumpest)
The Chicago Tribune,Neutral,,21960,,1,21960,126715,126715,[TikTok](https://www.tiktok.com/@chicagotribune)
Onegalaxyy,Right-Leaning,85,21883,21822,8,2735,167532,167532,[TikTok](https://www.tiktok.com/@onegalaxyy)
Proud Union Guy,Left-Leaning,-150,21798,10957,9,2422,479476,479476,[TikTok](https://tiktok.com/@proudunionguy)
Dem Did That,Left-Leaning,,21730,,1,21730,216635,216635,[TikTok](https://www.tiktok.com/@demsdidthat)
Garrison Hayes,Left-Leaning,-142,21662,12090,3,7221,120860,120860,[TikTok](https://www.tiktok.com/@garrisonhayes)
Gemma Talks,Left-Leaning,-358,21202,-354145,35,606,155980,155980,[TikTok](https://www.tiktok.com/@gemma_talks)
Meghan McCain,Right-Leaning,,21009,,2,10505,343113,343113,[TikTok](https://www.tiktok.com/@citizen.mccain)
Zackory Kirk,Left-Leaning,-259,20963,-38602,43,488,236207,236207,[TikTok](https://www.tiktok.com/@zactivist)
The Zactivist,Left-Leaning,-259,20963,-38602,43,488,236207,236207,[TikTok](https://tiktok.com/@zactivist)
Gerlyn Henry,Left-Leaning,,20532,,1,20532,301118,301118,[TikTok](https://www.tiktok.com/@rev.gerlynhenry)
JoJo From Jerz,Left-Leaning,-138,19711,12018,14,1408,117198,117198,[TikTok](https://tiktok.com/@JoJoFromJerz)
victoriaalxndr,Left-Leaning,-97,19536,15617,17,1149,120028,120028,[TikTok](https://www.tiktok.com/@victoriaalxndr)
Politifact,Neutral,-59,19398,17379,20,970,392404,392404,[TikTok](https://www.tiktok.com/@politifact)
UAW Union,Left-Leaning,-51,18884,17314,22,858,128889,128889,[TikTok](https://tiktok.com/@uawunion)
Maria Comstock,Left-Leaning,,18795,,2,9398,154487,154487,[TikTok](https://www.tiktok.com/@possiblymaria)
Chris Murphy,Left-Leaning,,18427,,3,6142,167385,167385,[TikTok](https://www.tiktok.com/@chrismurphyct)
BlazeTV,Right-Leaning,,18295,,24,762,461293,461293,[TikTok](https://www.tiktok.com/@blazemedia)
Ernest Crim III,Left-Leaning,-153,18238,8720,12,1520,99690,99690,[TikTok](https://www.tiktok.com/@mrcrim3)
Turning Point Action,Right-Leaning,61,17498,17411,9,1944,152333,152333,[TikTok](https://www.tiktok.com/@tpaction_)
Fox Nation,Right-Leaning,-187,17180,1690,32,537,329661,329661,[TikTok](https://www.tiktok.com/@foxnation)
UpNorth News,Left-Leaning,48,17030,16916,46,370,138145,138145,[TikTok](https://www.tiktok.com/@upnorthnewswi)
Mother Jones,Left-Leaning,-154,16865,7690,19,888,100321,100321,[TikTok](https://www.tiktok.com/@motherjonesmag)
Dogwood,Left-Leaning,75,16078,16038,68,236,190157,190157,[TikTok](https://www.tiktok.com/@vadogwoodnews?)
Status Coup,Left-Leaning,,16072,,1,16072,68586,68586,[TikTok](https://www.tiktok.com/@StatusCoup)
Ruben Gallego,Left-Leaning,-225,15912,-12704,13,1224,161415,161415,[TikTok](https://www.tiktok.com/@rubengallegoaz)
Rachel Scott,Neutral,,15707,,4,3927,358276,358276,[TikTok](https://www.tiktok.com/@itsrachelscott)
Teacher Pay with Kristen,Left-Leaning,-235,15647,-20541,34,460,233089,233089,[TikTok](https://www.tiktok.com/@teacherpaywithk)
